"consulta","cliques","impressoes","ctr","posicao"
"quantos aeroporto tem em recife","0","1","0.00","42.00"
"quantos aeroportos em lisboa","0","6","0.00","6.67"
"quantos aeroportos existem em lisboa","0","3","0.00","4.67"
"quantos aeroportos internacionais tem em lisboa","0","5","0.00","10.20"
"quantos aeroportos internacionais tem no brasil","0","1","0.00","1.00"
"quantos aeroportos tem curitiba","0","4","0.00","10.25"
"quantos aeroportos tem em campinas","0","12","0.00","33.17"
"quantos aeroportos tem em curitiba","0","29","0.00","30.17"
"quantos aeroportos tem em guarulhos","0","1","0.00","2.00"
"quantos aeroportos tem em lisboa","0","1319","0.00","11.00"
"quantos aeroportos tem em lisboa portugal","0","29","0.00","8.21"
"quantos aeroportos tem em lisboa?","0","139","0.00","8.93"
"quantos aeroportos tem em minas gerais","0","1","0.00","1.00"
"quantos aeroportos tem lisboa","0","65","0.00","7.82"
"quantos aeroportos tem portugal","0","1","0.00","3.00"
"quantos anos tem o aeroporto de confins","0","1","0.00","1.00"
"quantos anos tem o aeroporto de lisboa","0","29","0.00","9.31"
"quantos avioes voam por dia","0","1","0.00","3.00"
"quantos metros tem a pista do aeroporto de congonhas","0","1","0.00","1.00"
"quantos metros tem a pista do aeroporto de guarulhos","0","4","0.00","1.00"
"quantos portoes de embarque tem em confins","0","1","0.00","5.00"
"quantos portoes de embarque tem em congonhas","0","1","0.00","3.00"
"quantos portoes de embarque tem em guarulhos","0","16","0.00","7.00"
"quantos portoes tem em congonhas","0","1","0.00","1.00"
"quantos portoes tem no aeroporto de confins","0","58","0.00","4.33"
"quantos portoes tem no aeroporto de guarulhos","0","7","0.00","1.00"
"quantos portoes tem o aeroporto de guarulhos","0","1","0.00","1.00"
"quantos portões de embarque tem em guarulhos","0","1","0.00","1.00"
"quantos portões de embarque tem no aeroporto de guarulhos","0","1","0.00","1.00"
"quantos portões de embarque tem o aeroporto de confins","0","1","0.00","8.00"
"quantos portões de embarque tem o aeroporto de guarulhos","0","7","0.00","1.00"
"quantos portões tem no aeroporto de guarulhos","0","3","0.00","1.00"
"quantos portões tem o aeroporto de confins","0","74","0.00","3.85"
"quantos portões tem o aeroporto de guarulhos","0","3","0.00","1.67"
"quantos quilômetros do aeroporto","0","1","0.00","1.00"
"quantos terminais tem congonhas","0","1","0.00","1.00"
"quantos terminais tem em guarulhos","0","2","0.00","2.00"
"quantos terminais tem em viracopos","0","3","0.00","9.67"
"quantos terminais tem no aeroporto de guarulhos","0","170","0.00","11.72"
"quantos terminais tem o aeroporto de confins","0","21","0.00","9.86"
"quantos terminais tem o aeroporto de congonhas","0","9","0.00","56.78"
"quantos terminais tem o aeroporto de guarulhos","0","95","0.00","11.27"
"quantos terminais tem o aeroporto de lisboa","0","96","0.00","8.52"
"quantos terminais tem o aeroporto de viracopos","0","116","0.00","7.34"
"quantos terminais tem viracopos","0","3","0.00","1.00"
"quantos terminal tem o aeroporto de guarulhos","0","1","0.00","13.00"
"quarto para dormir no aeroporto de guarulhos","0","1","0.00","1.00"
"quatro dias","0","2","0.00","4.50"
"que aeroporto é vcp","0","2","0.00","1.00"
"que horas abre o aeroporto de congonhas","0","6","0.00","62.17"
"que horas abre o aeroporto de guarulhos","0","1","0.00","1.00"
"que horas abre o aeroporto de lisboa","0","4","0.00","10.75"
"que horas fecha o aeroporto de congonhas","0","1","0.00","2.00"
"que horas fecha o aeroporto de guarulhos","0","2","0.00","2.00"
"quem é o dono do aeroporto de guarulhos","0","2","0.00","2.00"
"queria o link","0","1","0.00","2.00"
"quero as 2 coisas","0","1","0.00","3.00"
"quero dar uma olhada","0","1","0.00","2.00"
"quero ir para o aeroporto","0","1","0.00","1.00"
"quero outras opções","0","1","0.00","3.00"
"quero saber","0","1","0.00","8.00"
"quero saber os valores","0","1","0.00","3.00"
"quero ver fotos","0","1","0.00","2.00"
"quinta do embaixador","0","2","0.00","4.00"
"quinta do embaixador guarulhos","0","1","0.00","3.00"
"r. antônio luchiari, 1100 – distrito industrial, campinas, sp, 13030-150","0","5","0.00","11.00"
"r. itanhomi, 89","0","4","0.00","10.25"
"r. joaquina de jesus, 745","0","110","0.00","9.87"
"r. joaquina de jesus, 745 - guarulhos","0","155","0.00","10.08"
"r. joaquina de jesus, 745 - guarulhos | são paulo - cep 07140-233","0","320","0.00","7.79"
"r. milton teodoro, 115, confins - mg, 33500-000, brasil","0","1","0.00","7.00"
"r. norberto de brito, 574 - centro, são josé dos pinhais - pr, 83005-290","0","20","0.00","3.45"
"ram classic","0","1","0.00","2.00"
"ramada hotel aeroporto viracopos","0","2","0.00","4.00"
"ramada hotel viracopos campinas","0","1","0.00","29.00"
"ranking dos aeroportos mais movimentados do brasil","0","1","0.00","1.00"
"rdu express parking","0","2","0.00","62.00"
"recife","0","1","0.00","7.00"
"recife park","0","22","0.00","28.68"
"recife rent a car","0","2","0.00","10.50"
"recife tem quantos aeroportos","0","1","0.00","44.00"
"recife, av. marechal mascarenhas de morais, 6133","0","21","0.00","11.14"
"reclame aqui bandeira park","0","1","0.00","7.00"
"reclame aqui virapark","0","1","0.00","11.00"
"recolha de carros aeroporto lisboa","0","2","0.00","45.00"
"red park","0","4","0.00","22.00"
"red park aeroporto lisboa","0","1","0.00","11.00"
"red park lisboa","0","4","0.00","32.50"
"red parking","0","25","0.00","54.44"
"red parking porto","0","2","0.00","68.50"
"rede expressos aeroporto lisboa","0","1","0.00","1.00"
"rede park estacionamento","0","2","0.00","55.50"
"redpark","0","610","0.00","17.43"
"redpark - estacionamento aeroporto de lisboa","0","31","0.00","9.23"
"redpark aeroporto lisboa","0","60","0.00","8.95"
"redpark aeroporto porto","0","1","0.00","39.00"
"redpark lisboa","0","103","0.00","11.78"
"redpark lisbon airport parking","0","274","0.00","36.37"
"redparking","0","1","0.00","30.00"
"regional parking","0","1","0.00","9.00"
"regras aeroporto congonhas","0","1","0.00","1.00"
"regras aeroporto de congonhas","0","1","0.00","1.00"
"renner aeroporto congonhas","0","8","0.00","7.00"
"renner aeroporto guarulhos","0","1","0.00","1.00"
"renner guarulhos aeroporto","0","2","0.00","1.00"
"renovo park","0","3","0.00","38.33"
"rent garage space near me","0","1","0.00","14.00"
"reserva aeroporto","0","7","0.00","8.43"
"reserva aeroporto guarulhos","0","12","0.00","33.58"
"reserva antecipada","0","1","0.00","9.00"
"reserva bandeira park","0","6","0.00","8.50"
"reserva de estacionamento","0","10","0.00","4.40"
"reserva de estacionamento no aeroporto de confins","0","2","0.00","1.00"
"reserva de parking","0","1","0.00","2.00"
"reserva de vagas estacionamento","0","69","0.00","62.71"
"reserva edificio garagem guarulhos","0","2","0.00","1.00"
"reserva estacionamento","0","1","0.00","5.00"
"reserva estacionamento aeroporto","0","40","0.00","11.45"
"reserva estacionamento aeroporto confins","0","57","0.00","44.81"
"reserva estacionamento aeroporto congonhas","0","9","0.00","16.11"
"reserva estacionamento aeroporto de brasilia","0","14","0.00","10.50"
"reserva estacionamento aeroporto fortaleza","0","1","0.00","1.00"
"reserva estacionamento aeroporto guarulhos terminal 3","0","6","0.00","46.17"
"reserva estacionamento aeroporto lisboa","0","5","0.00","41.60"
"reserva estacionamento aeroporto porto alegre","0","1","0.00","1.00"
"reserva estacionamento aeroporto recife","0","113","0.00","12.87"
"reserva estacionamento aeroporto salvador","0","2","0.00","3.50"
"reserva estacionamento aeroporto viracopos","0","55","0.00","3.64"
"reserva estacionamento congonhas","0","72","0.00","32.93"
"reserva estacionamento galeão","0","86","0.00","33.98"
"reserva estacionamento gru","0","17","0.00","60.18"
"reserva estacionamento guarulhos","0","23","0.00","52.65"
"reserva estacionamento viracopos","0","54","0.00","3.59"
"reserva fácil aeroporto","0","36","0.00","12.00"
"reserva online","0","3","0.00","8.33"
"reserva online estacionamento aeroporto guarulhos","0","4","0.00","1.50"
"reserva park","0","3","0.00","83.33"
"reserva parking aeropuerto","0","1","0.00","52.00"
"reserva parque aeroporto lisboa","0","5","0.00","62.40"
"reserva vaga","0","1","0.00","9.00"
"reserva vaga aeroporto guarulhos","0","1","0.00","18.00"
"reservar estacionamento","0","161","0.00","62.27"
"reservar estacionamento aeroporto","0","10","0.00","6.40"
"reservar estacionamento aeroporto brasilia","0","5","0.00","10.60"
"reservar estacionamento aeroporto confins","0","50","0.00","35.44"
"reservar estacionamento aeroporto congonhas","0","12","0.00","1.00"
"reservar estacionamento aeroporto curitiba","0","26","0.00","9.08"
"reservar estacionamento aeroporto galeao","0","4","0.00","16.00"
"reservar estacionamento aeroporto guarulhos","0","100","0.00","36.45"
"reservar estacionamento aeroporto lisboa","0","12","0.00","53.08"
"reservar estacionamento aeroporto natal","0","8","0.00","1.25"
"reservar estacionamento aeroporto porto alegre","0","4","0.00","28.25"
"reservar estacionamento beira-rio","0","1","0.00","62.00"
"reservar estacionamento guarulhos","0","1","0.00","1.00"
"reservar lugar de estacionamento","0","3","0.00","70.00"
"reservar parque aeroporto faro","0","28","0.00","51.29"
"reservar parque aeroporto lisboa","0","138","0.00","64.07"
"reservar vaga aeroporto guarulhos","0","2","0.00","7.50"
"reservas online","0","2","0.00","3.00"
"reserve fácil aeroporto","0","117","0.00","9.31"
"reserve move","0","1","0.00","17.00"
"reserve online","0","2","0.00","5.00"
"reserve parking","0","5","0.00","4.40"
"reserve sua vaga","0","2","0.00","10.50"
"reserved parking","0","1","0.00","1.00"
"reservevaparks","0","1","0.00","17.00"
"resopark","0","1","0.00","55.00"
"restaurante aeroporto confins","0","1","0.00","3.00"
"restaurante aeroporto congonhas","0","3","0.00","1.00"
"restaurante aeroporto de congonhas","0","1","0.00","1.00"
"restaurante aeroporto viracopos","0","1","0.00","3.00"
"restaurante barato aeroporto guarulhos","0","1","0.00","3.00"
"restaurante comida mineira pampulha","0","1","0.00","2.00"
"restaurante congonhas","0","1","0.00","1.00"
"restaurante gru guarulhos","0","1","0.00","9.00"
"restaurante no aeroporto de confins","0","2","0.00","2.00"
"restaurante pampulha","0","1","0.00","7.00"
"restaurante perto do aeroporto de guarulhos","0","1","0.00","2.00"
"restaurantes aeroporto congonhas","0","1","0.00","3.00"
"restaurantes aeroporto congonhas embarque","0","1","0.00","1.00"
"restaurantes aeroporto guarulhos","0","2","0.00","62.00"
"restaurantes aeroporto lisboa terminal 2","0","2","0.00","1.00"
"restaurantes aeroporto viracopos","0","3","0.00","3.00"
"restaurantes aeroporto viracopos campinas","0","1","0.00","46.00"
"restaurantes em confins","0","1","0.00","2.00"
"restaurantes em guarulhos","0","1","0.00","2.00"
"restaurantes em viracopos","0","2","0.00","3.50"
"restaurantes gru airport","0","1","0.00","89.00"
"restaurantes gru terminal 3","0","1","0.00","1.00"
"restaurantes na pampulha","0","1","0.00","3.00"
"restaurantes no aeroporto de confins","0","1","0.00","3.00"
"restaurantes no aeroporto de viracopos","0","3","0.00","3.00"
"restaurantes terminal 3","0","1","0.00","1.00"
"restaurantes terminal 3 gru","0","1","0.00","1.00"
"rideshare parking","0","2","0.00","37.50"
"rio aeroporto hotel","0","1","0.00","4.00"
"rio de janeiro","0","1","0.00","12.00"
"rio galeao estacionamento","0","4","0.00","16.50"
"rio park estacionamento","0","1","0.00","50.00"
"riogaleão estacionamento","0","21","0.00","30.19"
"rivapark","0","3","0.00","6.00"
"river park estacionamento","0","5","0.00","40.60"
"rod santos dumont, sp075, jardim aeroport","0","1","0.00","1.00"
"rodovia helio smidt s/n aeroporto","0","2","0.00","1.00"
"rodovia helio smidt terminal 3","0","1","0.00","90.00"
"rodovia santos dumont campinas","0","1","0.00","1.00"
"rodovia santos dumont km 66","0","1","0.00","1.00"
"rodovia santos dumont km 66 - parque viracopos campinas - sp","0","1","0.00","4.00"
"rodovia santos dumont km 66 - parque viracopos campinas - sp cep","0","2","0.00","1.00"
"rodovia santos dumont km 66 km 66 - jardim aeroporto de campinas","0","5","0.00","1.40"
"rodovia santos dumont, km 66, km 66 - jardim aeroporto de campinas, sp - campinas, 13052901","0","8","0.00","1.00"
"rodoviaria campinas a viracopos","0","2","0.00","1.00"
"rodoviaria campinas ate aeroporto viracopos","0","1","0.00","2.00"
"rodoviaria curitiba estacionamento","0","1","0.00","3.00"
"rodoviaria de campinas x aeroporto viracopos","0","1","0.00","1.00"
"rodoviaria de guarulhos","0","1","0.00","1.00"
"rodoviaria do tietê","0","1","0.00","2.00"
"rodoviaria mais próximo do aeroporto de guarulhos","0","1","0.00","1.00"
"rodoviaria nova iguacu","0","1","0.00","1.00"
"rodoviaria tiete","0","2","0.00","1.00"
"rodoviaria tiete aeroporto guarulhos uber","0","1","0.00","1.00"
"rodoviaria tiete desembarque","0","3","0.00","2.00"
"rodoviaria tiete embarque e desembarque","0","1","0.00","2.00"
"rodoviaria tiete endereco","0","1","0.00","42.00"
"rodoviaria tiete fica em qual zona","0","1","0.00","12.00"
"rodoviaria tiete guarda volumes","0","3","0.00","52.33"
"rodoviaria tiete metro","0","1","0.00","1.00"
"rodoviaria tiete plataformas","0","1","0.00","93.00"
"rodoviaria tiete sp","0","1","0.00","3.00"
"rodoviaria tiete tem estacionamento","0","87","0.00","9.66"
"rodoviario do tiete","0","1","0.00","87.00"
"rodoviária de campinas para aeroporto viracopos","0","1","0.00","1.00"
"rodoviária de campinas tem estacionamento","0","2","0.00","2.00"
"rodoviária de curitiba estacionamento","0","1","0.00","14.00"
"rodoviária dentro do aeroporto de guarulhos","0","2","0.00","1.00"
"rodoviária do aeroporto de guarulhos","0","1","0.00","1.00"
"rodoviária do tietê","0","2","0.00","3.50"
"rodoviária do tietê estacionamento","0","14","0.00","9.93"
"rodoviária do tietê sp","0","1","0.00","4.00"
"rodoviária marginal tietê são paulo","0","1","0.00","2.00"
"rodoviária novo rio tem estacionamento","0","1","0.00","2.00"
"rodoviária tiete estacionamento","0","28","0.00","11.43"
"rodoviária tietê estacionamento","0","224","0.00","12.67"
"rodoviária tietê são paulo","0","1","0.00","3.00"
"rodoviária tietê são paulo endereço","0","1","0.00","2.00"
"romero park estacionamento","0","1","0.00","24.00"
"rua afonso pena curitiba","0","1","0.00","10.00"
"rua antonio luchiari 1100 campinas","0","32","0.00","8.88"
"rua antônio luchiari 1100 distrito industrial / campinas","0","19","0.00","8.32"
"rua antônio luchiari 1100 distrito industrial campinas","0","1","0.00","10.00"
"rua antônio luchiari 1100 distrito industrial campinas sp","0","16","0.00","10.31"
"rua antônio luchiari, 1100, distrito industrial, campinas, sp","0","113","0.00","8.91"
"rua areial 115 guarulhos","0","13","0.00","9.85"
"rua baronesa de bela vista 228","0","12","0.00","4.08"
"rua baronesa de bela vista, 228","0","13","0.00","4.77"
"rua do aeroporto de guarulhos","0","1","0.00","1.00"
"rua engenheiro albert leimer 538 guarulhos sp","0","2","0.00","32.00"
"rua gumercino ribeiro dos santos, 1100, alto dos ribeiros – confins mg","0","14","0.00","8.71"
"rua itanhomi 89 guarulhos","0","2","0.00","8.50"
"rua jamil joão zarif aeroporto","0","2","0.00","60.00"
"rua joaquina de jesus 745","0","6","0.00","12.50"
"rua joaquina de jesus 745 guarulhos sp","0","34","0.00","10.06"
"rua joaquina de jesus, 745, guarulhos, sp","0","15","0.00","10.93"
"rua lapa vermelha, 180 - confins/mg","0","348","0.00","6.56"
"rua major quedinho","0","1","0.00","1.00"
"rua milton teodoro 115 confins","0","125","0.00","8.92"
"rua milton teodoro n° 115 confins/mg","0","12","0.00","10.25"
"rua nhu guaçu 211","0","97","0.00","9.47"
"rua pedro de toledo 480 – jardim santa lidia – guarulhos","0","24","0.00","10.08"
"rua pedro de toledo, 480 – jardim santa lidia – guarulhos são paulo - brasil cep: 07140-000","0","214","0.00","8.03"
"rua pernambuco 162 guarulhos","0","1","0.00","11.00"
"rua renascença 103","0","5","0.00","16.40"
"rua renascença, 103, 103 - santo amaro, sp - são paulo,","0","1","0.00","3.00"
"rua viracopos 64","0","11","0.00","8.55"
"rua voluntarios da patria 344","0","6","0.00","29.17"
"rua voluntários da pátria 498","0","1","0.00","9.00"
"rua voluntários da pátria, 498 garage inn","0","4","0.00","8.00"
"rua waldemar amstalden, 400","0","47","0.00","4.36"
"rua zacarias de góis 1881","0","30","0.00","7.10"
"rua zacarias de góis, 1859","0","36","0.00","9.44"
"rua zacarias de góis, 1881","0","75","0.00","6.56"
"ruby hotel confins","0","2","0.00","5.50"
"sa carneiro","0","1","0.00","3.00"
"safe parking estacionamento","0","1","0.00","1.00"
"saida aeroporto guarulhos","0","2","0.00","3.00"
"saida do aeroporto de guarulhos","0","4","0.00","1.50"
"saindo de guarulhos","0","1","0.00","1.00"
"saindo do aeroporto de guarulhos","0","2","0.00","9.00"
"saka parking","0","1","0.00","8.00"
"sala de embarque aeroporto de confins","0","9","0.00","10.22"
"sala lounge key guarulhos","0","9","0.00","1.00"
"sala vip 24 horas guarulhos","0","1","0.00","17.00"
"sala vip aeroporto","0","1","0.00","1.00"
"sala vip aeroporto curitiba","0","1","0.00","3.00"
"sala vip aeroporto de lisboa","0","2","0.00","1.00"
"sala vip aeroporto guarulhos","0","14","0.00","1.00"
"sala vip aeroporto lisboa terminal 2","0","5","0.00","14.00"
"sala vip c6 confins","0","1","0.00","1.00"
"sala vip confins embarque internacional","0","1","0.00","1.00"
"sala vip do aeroporto","0","1","0.00","1.00"
"sala vip first class guarulhos","0","10","0.00","1.00"
"sala vip galeao","0","1","0.00","1.00"
"sala vip galeao 24 horas","0","2","0.00","2.50"
"sala vip lufthansa guarulhos","0","1","0.00","3.00"
"sala vip no aeroporto de lisboa","0","1","0.00","3.00"
"sala vip priority pass guarulhos","0","1","0.00","1.00"
"sala vip priority pass lisboa","0","1","0.00","1.00"
"sala vip terminal 2 lisboa","0","1","0.00","1.00"
"sala vip viracopos","0","1","0.00","1.00"
"sala vip visa infinite curitiba","0","1","0.00","3.00"
"salas vip guarulhos","0","1","0.00","4.00"
"salas vips de guarulhos","0","1","0.00","1.00"
"salão de beleza no aeroporto de guarulhos","0","1","0.00","4.00"
"sam's club","0","1","0.00","1.00"
"santos aeroporto de guarulhos","0","1","0.00","1.00"
"santos dumont airport drop off","0","140","0.00","39.41"
"santos park estacionamento","0","1","0.00","58.00"
"sao 15 dias","0","1","0.00","12.00"
"sao parking","0","26","0.00","75.23"
"sao parking-estacionamento interno do aeroporto de congonhas","0","95","0.00","29.37"
"sao paulo aeroporto viracopos","0","2","0.00","1.00"
"sao paulo airport","0","1","0.00","1.00"
"sao paulo airport drop off","0","10","0.00","49.30"
"sao paulo airport guarulhos","0","1","0.00","1.00"
"sao paulo campinas aeroporto","0","1","0.00","1.00"
"sao paulo gru","0","1","0.00","1.00"
"sao paulo guarulhos","0","1","0.00","2.00"
"sao paulo international airport","0","1","0.00","1.00"
"sao paulo vcp","0","1","0.00","2.00"
"sao paulo viracopos","0","2","0.00","1.00"
"sbkp aeroporto","0","1","0.00","1.00"
"schedule aeroporto","0","1","0.00","1.00"
"scyprk","0","1","0.00","10.00"
"sdu airport car service","0","27","0.00","47.81"
"sdu airport drop off","0","62","0.00","39.31"
"sdu airport pickup","0","30","0.00","45.27"
"sdu cab","0","22","0.00","22.23"
"sdu car rental","0","10","0.00","48.30"
"sdu car service","0","10","0.00","36.60"
"sdu drop off","0","23","0.00","31.65"
"sdu pickup","0","16","0.00","14.50"
"sdu transportation","0","19","0.00","22.53"
"secure airport parking","0","1","0.00","63.00"
"secure park","0","1","0.00","17.00"
"seguro atraso de voo","0","1","0.00","95.00"
"sel park estacionamento","0","9","0.00","48.11"
"self park estacionamento","0","22","0.00","12.00"
"self park estacionamentos","0","73","0.00","43.84"
"self park estacionamentos belo horizonte","0","1","0.00","10.00"
"self parking","0","3","0.00","13.00"
"self-park","0","7","0.00","7.43"
"self-parking","0","1","0.00","9.00"
"selfpark","0","33","0.00","8.48"
"sem parar aeroporto afonso pena","0","1","0.00","1.00"
"sem parar aeroporto confins","0","1","0.00","11.00"
"sem parar estacionamento aeroporto","0","3","0.00","9.33"
"sent park","0","1","0.00","9.00"
"seropark","0","2","0.00","6.00"
"serv park","0","1","0.00","66.00"
"serv park estacionamento","0","1","0.00","49.00"
"serv park estacionamento guarulhos","0","1","0.00","1.00"
"serv park guarulhos","0","3","0.00","10.00"
"serv parking congonhas","0","1","0.00","1.00"
"serv parking guarulhos","0","2","0.00","3.00"
"serving park guarulhos","0","15","0.00","24.33"
"serviço de acompanhamento no aeroporto gol idoso","0","1","0.00","1.00"
"serviço de estacionamento","0","2","0.00","12.50"
"serviços aeroporto lisboa","0","130","0.00","21.95"
"serviços no aeroporto de guarulhos","0","1","0.00","28.00"
"serviços oferecidos por portal estacionamento","0","4","0.00","8.50"
"servparking","0","56","0.00","25.75"
"servparking estacionamento guarulhos","0","11","0.00","9.73"
"servparking gru","0","7","0.00","31.29"
"servparking guarulhos","0","11","0.00","31.18"
"serão 5 dias","0","1","0.00","2.00"
"sesc guarulhos","0","1","0.00","4.00"
"sesc guarulhos estacionamento","0","1","0.00","3.00"
"sesc guarulhos tem estacionamento","0","1","0.00","3.00"
"sete dias","0","2","0.00","9.50"
"sexo em curitiba","0","1","0.00","10.00"
"shopping bourbon estacionamento valor","0","1","0.00","1.00"
"shopping estação estacionamento","0","2","0.00","1.00"
"shopping estação estacionamento preço","0","1","0.00","1.00"
"shopping guarulhos perto do aeroporto","0","1","0.00","3.00"
"shopping internacional de guarulhos estacionamento","0","1","0.00","2.00"
"shopping internacional guarulhos distância aeroporto","0","4","0.00","1.50"
"shopping jk estacionamento","0","5","0.00","86.40"
"shopping mais perto do aeroporto de guarulhos","0","2","0.00","3.00"
"shopping mais proximo do aeroporto de guarulhos","0","1","0.00","2.00"
"shopping perto aeroporto guarulhos","0","1","0.00","2.00"
"shopping perto de confins","0","1","0.00","1.00"
"shopping perto de congonhas","0","3","0.00","1.00"
"shopping perto do aeroporto de confins","0","2","0.00","1.00"
"shopping perto do aeroporto de guarulhos","0","1","0.00","2.00"
"shopping perto do aeroporto de navegantes","0","1","0.00","99.00"
"shopping perto do aeroporto de viracopos","0","1","0.00","3.00"
"shopping proximo aeroporto confins","0","1","0.00","1.00"
"shopping proximo aeroporto guarulhos","0","1","0.00","2.00"
"shopping próximo ao aeroporto de confins","0","1","0.00","1.00"
"shopping próximo ao aeroporto de guarulhos","0","3","0.00","2.00"
"shopping tiete plaza","0","1","0.00","5.00"
"shopping tiete plaza estacionamento","0","1","0.00","3.00"
"shuttle aeroporto guarulhos","0","2","0.00","1.00"
"shuttle aeroporto lisboa terminal 2","0","1","0.00","43.00"
"shuttle gratuito","0","1","0.00","1.00"
"shypark","0","4","0.00","16.50"
"si","0","1","0.00","7.00"
"siesta box","0","2","0.00","2.50"
"siesta box confins","0","2","0.00","3.00"
"siesta box congonhas","0","1","0.00","2.00"
"siesta box viracopos","0","1","0.00","3.00"
"sigla aeroporto campinas","0","1","0.00","92.00"
"sigla aeroporto cnf","0","1","0.00","2.00"
"sigla aeroporto confins","0","5","0.00","42.40"
"sigla aeroporto de confins","0","1","0.00","1.00"
"sigla aeroporto de congonhas","0","1","0.00","94.00"
"sigla aeroporto de curitiba","0","1","0.00","2.00"
"sigla aeroporto de lisboa","0","189","0.00","2.70"
"sigla aeroporto lis","0","1","0.00","1.00"
"sigla aeroporto lisboa","0","401","0.00","3.57"
"sigla aeroporto lisboa portugal","0","16","0.00","1.00"
"sigla aeroporto viracopos","0","2","0.00","76.00"
"sigla cnf aeroporto","0","5","0.00","2.40"
"sigla do aeroporto de confins","0","20","0.00","4.20"
"sigla do aeroporto de curitiba","0","24","0.00","12.17"
"sigla do aeroporto de guarulhos","0","1","0.00","1.00"
"sigla do aeroporto de lisboa","0","108","0.00","2.84"
"sigla do aeroporto de lisboa portugal","0","45","0.00","3.56"
"sigla lisboa aeroporto","0","71","0.00","4.72"
"sigla viracopos","0","1","0.00","86.00"
"significado de confins","0","5","0.00","28.00"
"sim gostaria","0","1","0.00","1.00"
"sim gostaria de dicas","0","1","0.00","5.00"
"sim por favor","0","1","0.00","3.00"
"sim verifique","0","1","0.00","11.00"
"sim, detalhe","0","1","0.00","3.00"
"sim.","0","1","0.00","6.00"
"sim. por favor","0","1","0.00","1.00"
"sirpark","0","1","0.00","3.00"
"sistema booking estacionamento","0","140","0.00","25.74"
"sistema de reserva","0","1","0.00","77.00"
"sistema de reserva online","0","234","0.00","75.04"
"sistema de reservacion","0","3","0.00","93.67"
"sistema de ticket para estacionamento","0","7","0.00","89.00"
"sistema park","0","1","0.00","7.00"
"sistema park estacionamento","0","1","0.00","32.00"
"sistema parking","0","4","0.00","75.00"
"sistema reservas estacionamento","0","110","0.00","31.03"
"site aeroporto viracopos","0","1","0.00","3.00"
"site oficial","0","1","0.00","2.00"
"site oficial aeroporto de guarulhos","0","20","0.00","66.75"
"site oficial do aeroporto","0","1","0.00","5.00"
"site oficial estacionamento aeroporto guarulhos","0","1","0.00","1.00"
"site:konclui.com","0","2","0.00","9.00"
"site:movepark.co","0","24","0.00","29.75"
"situaã ã o aeroporto confins","0","7","0.00","23.71"
"situaã ã o aeroporto viracopos","0","22","0.00","19.68"
"situação do aeroporto de confins agora","0","1","0.00","7.00"
"sjypark","0","1","0.00","6.00"
"skay park","0","5","0.00","11.80"
"skaypark","0","3","0.00","6.00"
"skinpark","0","2","0.00","54.00"
"skupark","0","2","0.00","4.50"
"sky airline qual terminal em guarulhos","0","1","0.00","1.00"
"sky paek","0","1","0.00","11.00"
"sky park barreiros","0","8","0.00","8.00"
"sky park club medellin","0","1","0.00","5.00"
"sky park faro","0","1","0.00","1.00"
"sky park floripa","0","1","0.00","7.00"
"sky park lisboa","0","326","0.00","7.37"
"sky park lounge prices","0","1","0.00","14.00"
"sky park medellin","0","2","0.00","60.00"
"sky park porto","0","6","0.00","3.17"
"sky park sao roque","0","1","0.00","50.00"
"sky park t1","0","1","0.00","12.00"
"sky park ticket","0","1","0.00","9.00"
"sky parker","0","1","0.00","6.00"
"sky parking","0","10","0.00","15.00"
"sky parl","0","3","0.00","8.67"
"sky parm","0","1","0.00","9.00"
"sky parque","0","1","0.00","19.00"
"sky patk","0","1","0.00","8.00"
"sky prk","0","2","0.00","5.00"
"skyepark","0","2","0.00","54.00"
"skyipark","0","1","0.00","10.00"
"skyoark","0","4","0.00","4.75"
"skypaek","0","6","0.00","7.17"
"skyparc","0","1","0.00","6.00"
"skyparck","0","3","0.00","6.00"
"skyparcour","0","1","0.00","8.00"
"skyparj","0","4","0.00","10.50"
"skypark airport parking","0","1","0.00","51.00"
"skypark app","0","1","0.00","23.00"
"skypark camping","0","1","0.00","38.00"
"skypark faro","0","3","0.00","1.00"
"skypark fbo","0","1","0.00","33.00"
"skypark fotos","0","23","0.00","10.30"
"skypark login","0","52","0.00","14.38"
"skypark ltd","0","1","0.00","8.00"
"skypark medellin","0","1","0.00","29.00"
"skypark park","0","1","0.00","9.00"
"skypark parkade","0","1","0.00","36.00"
"skypark parking","0","2","0.00","40.00"
"skypark pensionne","0","1","0.00","24.00"
"skypark physical therapy","0","1","0.00","5.00"
"skypark playground","0","3","0.00","7.67"
"skypark plaza","0","2","0.00","8.50"
"skypark porto","0","20","0.00","1.85"
"skypark pt","0","40","0.00","15.18"
"skypark scotts valley","0","1","0.00","27.00"
"skypark secure login","0","1","0.00","56.00"
"skypark t1","0","6","0.00","8.33"
"skypark tickets","0","1","0.00","11.00"
"skypark valet parking","0","3","0.00","10.00"
"skypark.","0","1","0.00","12.00"
"skypark.com","0","2","0.00","24.50"
"skypark2","0","1","0.00","40.00"
"skypark365","0","1","0.00","29.00"
"skyparks","0","1","0.00","8.00"
"skyparks secure","0","1","0.00","32.00"
"skyparksecure login","0","18","0.00","38.50"
"skyparksecure login app","0","1","0.00","35.00"
"skyparkur","0","1","0.00","6.00"
"skyparl","0","2","0.00","5.00"
"skyparm","0","1","0.00","5.00"
